MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
4.070653741822971,0.24128113225596182,2.017586117572921,0.034970437440503446,0.9839894404868661,0.9998589378016464,1.0,0.06336684093105382,0.1385765532615152
