MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
322.0424567835963,0.41210080846775937,17.945541417956616,0.8772058359422872,0.02264048283575322,0.05086299837778472,0.23645047205457093,0.7599002651154722,12.066056215373386
