MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
314.0545251234083,0.5075038168439429,17.721583595249278,0.8707215684634045,0.015325400263987828,0.029965641278829586,0.05962900641833002,0.7922388919894726,11.717370232519002
