MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
102.27971201393973,0.5087964128703915,10.113343265900735,0.4942201398247126,0.14127423822714683,0.5081440443213296,0.5552354570637119,0.46132791295066927,3.6390504516497475
