MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
105.15246492410787,0.5948070343120418,10.254387593811142,0.5391027320238718,0.002437673130193906,0.38083102493074794,0.39634349030470917,0.5296190239968808,3.8941660223442978
