MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
183.50660509866108,0.05876081541647906,13.546460980590506,0.5609298415924842,0.015955678670360112,0.02925207756232687,0.060166204986149587,2.648008400432249,29.73541103854887
