MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
104.3616563240373,0.711713474931738,10.215755298754825,0.5187619591099835,0.0037673130193905816,0.38581717451523545,0.4405540166204986,0.5180043831713559,3.8018546060268905
