MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
103.01101856222198,0.516414778474871,10.149434396173117,0.5192806437441858,0.00044321329639889195,0.37141274238227145,0.37916897506925207,0.5336792298035062,3.810762054230868
