MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
316.18147234066976,0.4687954247246318,17.781492410387543,0.8699768446184546,0.004604673189114028,0.011506645037129585,0.10147409997279515,0.7630816144637859,11.585794596381614
