MSE,SSIM,RMSE,RMSE_log,Threshold 1,Threshold 2,Threshold 3,AbsRel,SqRel
320.6166821794608,0.42438089177785737,17.905772314520835,0.867353355480466,0.02364806996685038,0.049805031890132696,0.1408909085413161,0.7986002717062844,12.250295261675172
